Campaign_ID,Brand,Campaign_Type,Target_Audience,Channel_Used,Duration,Language,Customer_Segment,Campaign_Date,Impressions,Clicks,Leads,Conversions,Revenue,CPA,Total_Spend,Profit,CTR,Lead_Rate,Conversion_Rate,ROI,Engagement_Score,ROI_Category
NY-CMP-17727,Nykaa,Influencer,Youth,"Facebook, Email, YouTube",23,English,"Tier 2 City Customers",2024-07-02,59549,8318,4420,2888,1776120,27.14,78380.32,1697739.68,0.1397,0.5314,0.6534,21.6600,26.24,Excellent
NY-CMP-36305,Nykaa,"Paid Ads","Premium Shoppers","Google, Email",15,Bengali,"College Students",2024-10-02,95990,14212,7610,5894,2540314,19.03,112162.82,2428151.18,0.1481,0.5355,0.7745,21.6500,28.87,Excellent
NY-CMP-1359,Nykaa,SEO,"College Students",Facebook,7,English,"College Students",2024-12-20,85537,11279,6580,3661,2544395,30.70,112392.70,2432002.30,0.1319,0.5834,0.5564,21.6400,25.16,Excellent
NY-CMP-2290,Nykaa,"Social Media","College Students","Email, Facebook, WhatsApp",15,Bengali,"College Students",2025-05-18,39298,4433,2534,1910,1212850,28.07,53613.70,1159236.30,0.1128,0.5716,0.7537,21.6200,22.59,Excellent
NY-CMP-45608,Nykaa,Influencer,"Tier 2 City Customers",Instagram,12,Tamil,Youth,2024-07-10,97623,9671,4612,3622,2557132,31.26,113223.72,2443908.28,0.0991,0.4769,0.7853,21.5800,18.34,Excellent
NY-CMP-12148,Nykaa,"Social Media",Youth,"Facebook, Email, Instagram",16,Hindi,Youth,2025-01-14,98988,12664,7177,5471,2111806,17.12,93663.52,2018142.48,0.1279,0.5667,0.7623,21.5500,25.57,Excellent
NY-CMP-18672,Nykaa,"Paid Ads","College Students","Email, Instagram",21,Bengali,Youth,2024-07-01,73231,10032,4685,3094,1772862,25.43,78680.42,1694181.58,0.1370,0.4670,0.6604,21.5300,24.32,Excellent
NY-CMP-9446,Nykaa,Influencer,"Working Women","YouTube, WhatsApp, Facebook",24,Bengali,"Tier 2 City Customers",2024-12-23,97253,12379,4780,2888,1472880,22.64,65384.32,1407495.68,0.1273,0.3861,0.6042,21.5300,20.61,Excellent
NY-CMP-53308,Nykaa,SEO,Youth,YouTube,24,English,"Tier 2 City Customers",2024-12-28,78996,8448,3978,2822,1978222,31.15,87905.30,1890316.70,0.1069,0.4709,0.7094,21.5000,19.30,Excellent
NY-CMP-45678,Nykaa,"Paid Ads","College Students","Facebook, WhatsApp, Google",24,Hindi,"College Students",2025-05-19,75464,7198,2863,1986,1239264,27.74,55091.64,1184172.36,0.0954,0.3977,0.6937,21.5000,15.96,Excellent
NY-CMP-35716,Nykaa,Email,"College Students",WhatsApp,8,Bengali,"Premium Shoppers",2024-10-20,85070,12064,6488,3711,2738718,32.80,121720.80,2616997.20,0.1418,0.5378,0.5720,21.5000,26.17,Excellent
NY-CMP-8710,Nykaa,Influencer,Youth,WhatsApp,30,English,"College Students",2024-09-04,88826,12603,6555,5217,3568428,30.46,158909.82,3409518.18,0.1419,0.5201,0.7959,21.4600,27.44,Excellent
NY-CMP-1468,Nykaa,"Paid Ads","College Students","Google, YouTube, Email",29,Hindi,"Working Women",2025-05-01,84127,9388,5198,2595,2050050,35.25,91473.75,1958576.25,0.1116,0.5537,0.4992,21.4100,20.42,Excellent
NY-CMP-11071,Nykaa,Email,Youth,"Instagram, Email",17,Bengali,"Tier 2 City Customers",2024-11-15,89825,6998,2814,2155,1527895,31.64,68184.20,1459710.80,0.0779,0.4021,0.7658,21.4100,13.32,Excellent
NY-CMP-42973,Nykaa,SEO,Youth,"Instagram, Facebook",24,English,"College Students",2024-11-18,78147,8952,5330,3509,2287868,29.10,102111.90,2185756.10,0.1146,0.5954,0.6583,21.4100,22.77,Excellent
NY-CMP-25290,Nykaa,Email,"Working Women",Facebook,5,Hindi,Youth,2025-05-11,81300,12194,5608,4390,2388160,24.28,106589.20,2281570.80,0.1500,0.4599,0.7828,21.4000,27.30,Excellent
NY-CMP-7514,Nykaa,Influencer,"Tier 2 City Customers","YouTube, Instagram",21,Hindi,Youth,2025-02-12,98031,9966,5864,3709,2377469,28.61,106114.49,2271354.51,0.1017,0.5884,0.6325,21.4000,19.93,Excellent
NY-CMP-47391,Nykaa,Email,"Working Women","Google, Email",7,Tamil,"Premium Shoppers",2025-03-26,97139,10646,5405,2246,1769848,35.20,79059.20,1690788.80,0.1096,0.5077,0.4155,21.3900,18.84,Excellent
NY-CMP-13235,Nykaa,"Paid Ads","College Students","WhatsApp, Facebook",20,English,Youth,2024-07-08,40027,5411,2822,2163,1546545,31.96,69129.48,1477415.52,0.1352,0.5215,0.7665,21.3700,25.97,Excellent
NY-CMP-27312,Nykaa,"Social Media","Premium Shoppers","Facebook, Email",18,Hindi,"Tier 2 City Customers",2025-03-05,84262,10298,4215,2912,1287104,19.79,57628.48,1229475.52,0.1222,0.4093,0.6909,21.3300,20.68,Excellent
NY-CMP-53191,Nykaa,SEO,"Tier 2 City Customers","Instagram, YouTube",7,Bengali,"Working Women",2025-04-30,88557,9072,4661,2731,1832501,30.06,82093.86,1750407.14,0.1024,0.5138,0.5859,21.3200,18.59,Excellent
NY-CMP-39765,Nykaa,Email,Youth,"Email, Google, WhatsApp",5,Tamil,"Tier 2 City Customers",2025-05-18,78238,6957,3087,2307,1326525,25.76,59428.32,1267096.68,0.0889,0.4437,0.7473,21.3200,15.79,Excellent
NY-CMP-29913,Nykaa,"Paid Ads",Youth,WhatsApp,23,Tamil,"Working Women",2024-12-13,45046,6278,3516,2097,1333692,28.54,59848.38,1273843.62,0.1394,0.5601,0.5964,21.2800,26.40,Excellent
NY-CMP-40942,Nykaa,SEO,"Premium Shoppers","WhatsApp, Facebook",9,Bengali,"College Students",2025-05-19,54447,6927,3935,2880,1889280,29.46,84844.80,1804435.20,0.1272,0.5681,0.7319,21.2700,25.24,Excellent
NY-CMP-55797,Nykaa,"Paid Ads","Premium Shoppers","Instagram, Google, Facebook",5,English,Youth,2025-02-09,83109,12367,4858,3681,1417185,17.30,63681.30,1353503.70,0.1488,0.3928,0.7577,21.2600,25.15,Excellent
NY-CMP-52905,Nykaa,SEO,"Working Women",Google,29,Hindi,"Premium Shoppers",2025-05-17,85564,12376,7116,4489,3389195,33.94,152356.66,3236838.34,0.1446,0.5750,0.6308,21.2500,28.03,Excellent
NY-CMP-34619,Nykaa,Email,Youth,"Google, YouTube, WhatsApp",6,Hindi,"Working Women",2025-02-23,86383,12575,7477,5169,1276743,11.11,57427.59,1219315.41,0.1456,0.5946,0.6913,21.2300,29.20,Excellent
NY-CMP-4044,Nykaa,"Social Media","Tier 2 City Customers",Instagram,17,English,"Tier 2 City Customers",2025-05-11,73960,11033,6148,2581,1744756,30.40,78462.40,1666293.60,0.1492,0.5572,0.4198,21.2300,26.72,Excellent
NY-CMP-18581,Nykaa,Email,"Tier 2 City Customers","Google, Instagram, WhatsApp",25,Tamil,"College Students",2024-08-26,90885,12887,7048,4358,1930594,19.93,86854.94,1843739.06,0.1418,0.5469,0.6183,21.2300,26.73,Excellent
NY-CMP-12562,Nykaa,Email,"Working Women","Google, Facebook, Email",9,Tamil,"Tier 2 City Customers",2024-12-11,82144,11385,6768,4953,1431417,13.00,64389.00,1367028.00,0.1386,0.5945,0.7318,21.2300,28.13,Excellent
NY-CMP-36335,Nykaa,SEO,"College Students","Google, Email, Facebook",13,Tamil,"Premium Shoppers",2024-10-02,88667,10023,5256,3825,2604825,30.66,117274.50,2487550.50,0.1130,0.5244,0.7277,21.2100,21.55,Excellent
NY-CMP-1958,Nykaa,"Paid Ads","College Students",Google,17,Bengali,"Premium Shoppers",2025-01-25,88472,9910,5890,4696,2127288,20.41,95845.36,2031442.64,0.1120,0.5943,0.7973,21.1900,23.17,Excellent
NY-CMP-18642,Nykaa,"Paid Ads",Youth,"YouTube, Google, Email",9,Tamil,"College Students",2025-03-04,72967,9569,3237,1962,1559790,35.91,70455.42,1489334.58,0.1311,0.3383,0.6061,21.1400,20.24,Excellent
NY-CMP-21140,Nykaa,"Paid Ads","Working Women","YouTube, Instagram, Google",17,Hindi,Youth,2025-03-26,79245,9946,4170,3104,2206944,32.14,99762.56,2107181.44,0.1255,0.4193,0.7444,21.1200,21.73,Excellent
NY-CMP-37130,Nykaa,Email,"Tier 2 City Customers",YouTube,7,Tamil,"Premium Shoppers",2024-10-31,98582,13446,6679,5021,2932264,26.40,132554.40,2799709.60,0.1364,0.4967,0.7518,21.1200,25.51,Excellent
NY-CMP-20128,Nykaa,Email,Youth,WhatsApp,19,Bengali,"Working Women",2024-11-01,72555,8921,4162,2947,2118893,32.52,95836.44,2023056.56,0.1230,0.4665,0.7081,21.1100,22.09,Excellent
NY-CMP-44409,Nykaa,"Social Media","College Students","YouTube, Google, Email",15,English,"Working Women",2024-10-22,98666,11457,4248,2408,1543528,29.06,69976.48,1473551.52,0.1161,0.3708,0.5669,21.0600,18.36,Excellent
NY-CMP-53281,Nykaa,Email,"Working Women","Instagram, WhatsApp",11,English,"Premium Shoppers",2025-01-09,92381,11739,4736,3088,2316000,34.03,105084.64,2210915.36,0.1271,0.4034,0.6520,21.0400,21.18,Excellent
NY-CMP-28667,Nykaa,"Social Media","Premium Shoppers","YouTube, Instagram, WhatsApp",16,Hindi,"Working Women",2025-05-09,76464,7891,3643,2786,2086714,33.99,94696.14,1992017.86,0.1032,0.4617,0.7648,21.0400,18.73,Excellent
NY-CMP-19512,Nykaa,Influencer,"Working Women","Facebook, YouTube, Google",18,Tamil,"Working Women",2025-03-15,92166,11324,4998,2528,1248832,22.42,56677.76,1192154.24,0.1229,0.4414,0.5058,21.0300,20.45,Excellent
NY-CMP-48052,Nykaa,"Social Media","Premium Shoppers",Instagram,22,Tamil,"Working Women",2024-12-26,76649,9953,3620,2691,1684566,28.43,76505.13,1608060.87,0.1299,0.3637,0.7434,21.0200,21.22,Excellent
NY-CMP-34016,Nykaa,"Paid Ads","College Students",WhatsApp,16,Bengali,"College Students",2025-05-09,66071,9143,4809,3355,2563220,34.74,116552.70,2446667.30,0.1384,0.5260,0.6977,20.9900,26.19,Excellent
NY-CMP-15728,Nykaa,SEO,"Working Women","Instagram, YouTube, WhatsApp",15,English,"Working Women",2024-11-01,44488,5902,3345,1847,1294747,31.90,58919.30,1235827.70,0.1327,0.5668,0.5522,20.9700,24.94,Excellent
NY-CMP-2525,Nykaa,Email,"Premium Shoppers","Instagram, YouTube, Facebook",27,English,"College Students",2025-03-14,86102,7531,3592,2216,1719616,35.34,78313.44,1641302.56,0.0875,0.4770,0.6169,20.9600,15.49,Excellent
NY-CMP-1116,Nykaa,"Paid Ads","College Students","WhatsApp, Facebook, YouTube",17,English,"Working Women",2024-08-23,92095,9825,4595,2248,1717472,34.81,78252.88,1639219.12,0.1067,0.4677,0.4892,20.9500,18.10,Excellent
NY-CMP-6266,Nykaa,SEO,"Premium Shoppers","Facebook, Google",10,Tamil,"Working Women",2025-02-15,61711,9218,3666,2481,1553106,28.54,70807.74,1482298.26,0.1494,0.3977,0.6768,20.9400,24.90,Excellent
NY-CMP-52303,Nykaa,Email,Youth,Facebook,17,Tamil,Youth,2024-12-30,63542,9198,3767,2436,1576092,29.52,71910.72,1504181.28,0.1448,0.4095,0.6467,20.9200,24.24,Excellent
NY-CMP-47859,Nykaa,Influencer,Youth,"Google, WhatsApp",24,Tamil,"College Students",2024-07-13,99555,12695,7062,4920,1977840,18.34,90232.80,1887607.20,0.1275,0.5563,0.6967,20.9200,24.79,Excellent
NY-CMP-46142,Nykaa,"Paid Ads","Premium Shoppers",Email,25,Tamil,Youth,2024-10-29,79597,9302,5527,3660,1160220,14.46,52923.60,1107296.40,0.1169,0.5942,0.6622,20.9200,23.23,Excellent
NY-CMP-34243,Nykaa,Email,"Premium Shoppers",Facebook,18,English,Youth,2024-09-25,72463,10848,5951,3409,1339737,17.95,61191.55,1278545.45,0.1497,0.5486,0.5728,20.9000,27.89,Excellent
NY-CMP-40259,Nykaa,"Social Media",Youth,"Google, YouTube",28,Bengali,Youth,2025-01-17,91269,12925,7235,4991,2171085,19.88,99221.08,2071863.92,0.1416,0.5598,0.6898,20.8800,27.56,Excellent
NY-CMP-18725,Nykaa,Email,"College Students",YouTube,19,English,"Tier 2 City Customers",2024-11-19,95239,10737,5411,4313,2350585,24.93,107523.09,2243061.91,0.1127,0.5040,0.7971,20.8600,21.48,Excellent
NY-CMP-49627,Nykaa,Email,Youth,"Instagram, WhatsApp",14,English,Youth,2025-06-14,60244,8175,4639,2747,2128925,35.50,97518.50,2031406.50,0.1357,0.5675,0.5922,20.8300,25.83,Excellent
NY-CMP-21326,Nykaa,"Social Media",Youth,"YouTube, Google, WhatsApp",8,Hindi,"Tier 2 City Customers",2025-04-19,74728,9693,5621,4324,3359748,35.63,154064.12,3205683.88,0.1297,0.5799,0.7693,20.8100,26.28,Excellent
NY-CMP-48126,Nykaa,"Paid Ads","Premium Shoppers",Email,24,English,"Premium Shoppers",2025-02-22,78867,8739,3608,2011,1216655,27.75,55805.25,1160849.75,0.1108,0.4129,0.5574,20.8000,18.21,Excellent
NY-CMP-13003,Nykaa,SEO,"Premium Shoppers","WhatsApp, Email",12,English,"College Students",2024-08-02,92093,12854,6755,2061,1617885,36.03,74257.83,1543627.17,0.1396,0.5255,0.3051,20.7900,23.53,Excellent
NY-CMP-37659,Nykaa,"Paid Ads",Youth,Email,28,English,"Premium Shoppers",2024-08-26,71798,7255,2062,1612,1238016,35.26,56839.12,1181176.88,0.1010,0.2842,0.7818,20.7800,15.22,Excellent
NY-CMP-21261,Nykaa,Email,"Working Women",Facebook,29,English,Youth,2025-02-05,96344,5494,3066,2232,1723104,35.45,79124.40,1643979.60,0.0570,0.5581,0.7280,20.7800,11.20,Excellent
NY-CMP-31624,Nykaa,Influencer,"Working Women",WhatsApp,24,Bengali,"Working Women",2024-09-07,99297,12816,5479,3918,3130482,36.71,143829.78,2986652.22,0.1291,0.4275,0.7151,20.7700,22.37,Excellent
NY-CMP-32540,Nykaa,"Social Media",Youth,"Google, Instagram",20,Bengali,"Working Women",2024-12-03,87710,7589,3263,2309,1607064,32.01,73911.09,1533152.91,0.0865,0.4300,0.7076,20.7500,15.01,Excellent
NY-CMP-19618,Nykaa,SEO,"Working Women","YouTube, Instagram, Email",15,Bengali,"Premium Shoppers",2025-02-25,83832,12203,5981,3692,2828072,35.22,130032.24,2698039.76,0.1456,0.4901,0.6173,20.7500,26.10,Excellent
NY-CMP-14457,Nykaa,"Paid Ads",Youth,"Instagram, Email, YouTube",30,English,"Premium Shoppers",2025-02-16,83581,11032,3972,2607,1332177,23.49,61238.43,1270938.57,0.1320,0.3600,0.6563,20.7500,21.07,Excellent
NY-CMP-15285,Nykaa,Influencer,Youth,"Facebook, YouTube",25,Tamil,"Working Women",2024-08-08,61534,8237,4015,3186,1201122,17.33,55213.38,1145908.62,0.1339,0.4874,0.7935,20.7500,25.09,Excellent
NY-CMP-14642,Nykaa,SEO,"Premium Shoppers",Instagram,16,English,Youth,2025-02-23,98526,11264,6338,4940,2578680,24.01,118609.40,2460070.60,0.1143,0.5627,0.7794,20.7400,22.88,Excellent
NY-CMP-53173,Nykaa,Email,"Working Women",Facebook,19,Bengali,"College Students",2025-05-23,68904,10104,4552,3532,2362908,30.79,108750.28,2254157.72,0.1466,0.4505,0.7759,20.7300,26.40,Excellent
NY-CMP-8345,Nykaa,Influencer,"Tier 2 City Customers","Email, YouTube",12,Hindi,Youth,2024-11-11,78751,10881,4535,3585,2721015,34.94,125259.90,2595755.10,0.1382,0.4168,0.7905,20.7200,24.13,Excellent
NY-CMP-45346,Nykaa,Influencer,"Premium Shoppers","Email, Instagram",27,Hindi,"Premium Shoppers",2024-08-27,70266,7103,3500,2536,1392264,25.29,64135.44,1328128.56,0.1011,0.4927,0.7246,20.7100,18.70,Excellent
NY-CMP-38685,Nykaa,"Social Media","Premium Shoppers",Email,9,Tamil,"Tier 2 City Customers",2024-09-09,79965,10426,5358,2202,1356432,28.39,62514.78,1293917.22,0.1304,0.5139,0.4110,20.7000,22.49,Excellent
NY-CMP-7339,Nykaa,Email,"Tier 2 City Customers",WhatsApp,30,Bengali,"Working Women",2025-04-19,92732,13155,7844,5805,1991115,15.80,91719.00,1899396.00,0.1419,0.5963,0.7401,20.7000,28.90,Excellent
NY-CMP-45083,Nykaa,"Social Media","Tier 2 City Customers","Google, Email, Instagram",13,Tamil,"Working Women",2024-12-20,86788,12874,7380,5733,2390661,19.23,110245.59,2280415.41,0.1483,0.5732,0.7768,20.6900,29.94,Excellent
NY-CMP-46547,Nykaa,"Paid Ads","Tier 2 City Customers","Facebook, WhatsApp",23,Tamil,"Working Women",2024-10-31,63030,8440,2451,1575,1085175,31.79,50069.25,1035105.75,0.1339,0.2904,0.6426,20.6700,19.78,Excellent
NY-CMP-40971,Nykaa,"Paid Ads","Premium Shoppers",WhatsApp,21,Hindi,"Premium Shoppers",2024-08-29,95486,12405,6180,4780,3154800,30.46,145598.80,3009201.20,0.1299,0.4982,0.7735,20.6700,24.47,Excellent
NY-CMP-5218,Nykaa,Influencer,"College Students",Google,13,English,"Premium Shoppers",2024-11-29,67752,6696,3636,2586,1543842,27.60,71373.60,1472468.40,0.0988,0.5430,0.7112,20.6300,19.07,Excellent
NY-CMP-37653,Nykaa,Email,"Premium Shoppers","Facebook, Email",28,Hindi,Youth,2025-02-15,68594,9709,5336,4221,3034899,33.23,140263.83,2894635.17,0.1415,0.5496,0.7910,20.6300,28.09,Excellent
NY-CMP-30757,Nykaa,Email,"Tier 2 City Customers","Instagram, YouTube",24,Tamil,Youth,2024-07-19,96111,11013,6431,4041,2602404,29.78,120340.98,2482063.02,0.1146,0.5839,0.6284,20.6200,22.35,Excellent
NY-CMP-16780,Nykaa,Email,"Working Women","Google, Instagram, Email",30,English,Youth,2024-09-04,39714,5551,3078,2383,1682398,32.66,77828.78,1604569.22,0.1398,0.5545,0.7742,20.6200,27.73,Excellent
NY-CMP-34541,Nykaa,"Social Media","Tier 2 City Customers",Google,30,Hindi,Youth,2025-03-13,85072,12606,6786,4756,3191276,31.11,147959.16,3043316.84,0.1482,0.5383,0.7009,20.5700,28.39,Excellent
NY-CMP-41420,Nykaa,"Paid Ads","College Students",Facebook,15,Hindi,"Working Women",2024-12-07,98209,6544,3648,2076,1459428,32.59,67656.84,1391771.16,0.0666,0.5575,0.5691,20.5700,12.49,Excellent
NY-CMP-6466,Nykaa,SEO,"Tier 2 City Customers","Instagram, WhatsApp, Google",13,Hindi,"Tier 2 City Customers",2024-07-12,86407,12430,2928,1828,1411216,35.79,65424.12,1345791.88,0.1439,0.2356,0.6243,20.5700,19.89,Excellent
NY-CMP-30838,Nykaa,"Social Media","Tier 2 City Customers","Facebook, Google, Email",13,Hindi,"Working Women",2025-05-06,68137,5250,2716,2085,1219725,27.13,56566.05,1163158.95,0.0771,0.5173,0.7677,20.5600,14.75,Excellent
NY-CMP-32723,Nykaa,Email,"Premium Shoppers","YouTube, Email",22,Hindi,"Tier 2 City Customers",2024-08-10,99894,14745,3393,1643,1288112,36.43,59854.49,1228257.51,0.1476,0.2301,0.4842,20.5200,19.80,Excellent
NY-CMP-55675,Nykaa,Influencer,"Premium Shoppers","YouTube, Google, Facebook",30,Tamil,"Premium Shoppers",2025-03-27,94744,11819,5634,3705,2360085,29.61,109705.05,2250379.95,0.1247,0.4767,0.6576,20.5200,22.33,Excellent
NY-CMP-35552,Nykaa,"Social Media","College Students",Email,29,Hindi,"Tier 2 City Customers",2024-07-31,98942,7535,3125,1838,1248002,31.57,58025.66,1189976.34,0.0762,0.4147,0.5882,20.5100,12.63,Excellent
NY-CMP-41485,Nykaa,"Paid Ads",Youth,"YouTube, WhatsApp",14,English,"Working Women",2024-09-10,55912,6200,2423,1435,1127910,36.56,52463.60,1075446.40,0.1109,0.3908,0.5922,20.5000,17.99,Excellent
NY-CMP-34367,Nykaa,Email,"Working Women","YouTube, Facebook, Email",25,Hindi,"Tier 2 City Customers",2025-02-24,88881,9946,4616,3240,1908360,27.41,88808.40,1819551.60,0.1119,0.4641,0.7019,20.4900,20.03,Excellent
NY-CMP-16239,Nykaa,Email,"Working Women",YouTube,18,Tamil,"Premium Shoppers",2024-12-17,96693,14087,4097,2688,1763328,30.54,82091.52,1681236.48,0.1457,0.2908,0.6561,20.4800,21.59,Excellent
NY-CMP-22514,Nykaa,"Paid Ads","Tier 2 City Customers",Email,25,English,"College Students",2024-12-01,80113,10697,3509,2139,1448103,31.53,67442.67,1380660.33,0.1335,0.3280,0.6096,20.4700,20.40,Excellent
NY-CMP-42271,Nykaa,"Social Media","Tier 2 City Customers","Instagram, Email",9,Tamil,"College Students",2024-12-31,77243,10380,6061,4056,2681016,30.83,125046.48,2555969.52,0.1344,0.5839,0.6692,20.4400,26.54,Excellent
NY-CMP-4048,Nykaa,"Paid Ads","Premium Shoppers","Instagram, YouTube, WhatsApp",21,English,Youth,2025-04-23,69209,4805,2388,1414,1114232,36.80,52035.20,1062196.80,0.0694,0.4970,0.5921,20.4100,12.44,Excellent
NY-CMP-32680,Nykaa,Influencer,"Working Women","Google, YouTube, Email",5,Bengali,"Working Women",2025-03-01,89670,11011,4466,3402,1374408,18.90,64297.80,1310110.20,0.1228,0.4056,0.7618,20.3800,21.05,Excellent
NY-CMP-33307,Nykaa,"Paid Ads","Premium Shoppers","WhatsApp, Google",27,English,"College Students",2025-05-06,71095,4873,2028,1427,1131611,37.13,52984.51,1078626.49,0.0685,0.4162,0.7036,20.3600,11.71,Excellent
NY-CMP-32673,Nykaa,Email,"Premium Shoppers","Google, Facebook, WhatsApp",10,Hindi,"College Students",2025-05-02,94510,12916,4283,2186,1499596,32.13,70236.18,1429359.82,0.1367,0.3316,0.5104,20.3500,20.51,Excellent
NY-CMP-26231,Nykaa,"Social Media","Working Women",Instagram,10,Hindi,Youth,2024-09-25,89769,10555,3696,2305,1793290,36.44,83994.20,1709295.80,0.1176,0.3502,0.6236,20.3500,18.44,Excellent
NY-CMP-8797,Nykaa,SEO,"Tier 2 City Customers","Email, WhatsApp, Google",24,Bengali,"College Students",2025-05-07,72715,10845,5134,3791,2119169,26.22,99400.02,2019768.98,0.1491,0.4734,0.7384,20.3200,27.19,Excellent
NY-CMP-15442,Nykaa,Email,"College Students","Email, WhatsApp, Facebook",21,English,"Tier 2 City Customers",2024-11-21,57378,7296,4165,2576,1983520,36.11,93019.36,1890500.64,0.1272,0.5709,0.6185,20.3200,24.46,Excellent
NY-CMP-45779,Nykaa,"Paid Ads","College Students","Google, YouTube",19,Bengali,"College Students",2025-01-06,55573,7009,3062,1478,1099632,34.94,51641.32,1047990.68,0.1261,0.4369,0.4827,20.3000,20.78,Excellent
NY-CMP-48546,Nykaa,Email,"Tier 2 City Customers","Facebook, Google",28,Hindi,"Premium Shoppers",2025-01-05,67450,5131,2070,1524,1216152,37.46,57089.04,1159062.96,0.0761,0.4034,0.7362,20.3000,12.94,Excellent
NY-CMP-19263,Nykaa,"Paid Ads","Tier 2 City Customers","Instagram, WhatsApp, Google",16,Bengali,"College Students",2024-11-07,79854,5618,3166,1954,1291594,31.04,60652.16,1230941.84,0.0704,0.5635,0.6172,20.2900,13.45,Excellent
NY-CMP-39071,Nykaa,SEO,"College Students","YouTube, Instagram, Facebook",11,Tamil,"Premium Shoppers",2024-08-20,91688,12448,7168,4761,3475530,34.28,163207.08,3312322.92,0.1358,0.5758,0.6642,20.2900,26.59,Excellent
NY-CMP-25377,Nykaa,"Social Media","Premium Shoppers","Instagram, Google",7,Bengali,Youth,2024-09-07,42101,4513,2606,1673,1069047,30.05,50273.65,1018773.35,0.1072,0.5774,0.6420,20.2700,20.88,Excellent
NY-CMP-30518,Nykaa,"Social Media","Tier 2 City Customers",Instagram,19,Hindi,"Premium Shoppers",2024-10-26,32993,4778,2441,1911,1100736,27.10,51788.10,1048947.90,0.1448,0.5109,0.7829,20.2600,27.67,Excellent
NY-CMP-6830,Nykaa,"Social Media","Premium Shoppers",Google,28,English,"Working Women",2024-09-21,49856,6202,3128,2093,1580215,35.52,74343.36,1505871.64,0.1244,0.5044,0.6691,20.2500,22.91,Excellent
NY-CMP-8855,Nykaa,Email,"Tier 2 City Customers","Facebook, YouTube, Google",11,Bengali,"Working Women",2024-09-23,94933,8618,4926,3304,2415224,34.41,113690.64,2301533.36,0.0908,0.5716,0.6707,20.2400,17.75,Excellent
NY-CMP-44983,Nykaa,"Social Media","Premium Shoppers",Facebook,8,Hindi,"Premium Shoppers",2025-04-07,92599,11223,5105,2736,1849536,31.84,87114.24,1762421.76,0.1212,0.4549,0.5359,20.2300,20.59,Excellent
NY-CMP-4943,Nykaa,"Social Media","Working Women","YouTube, Facebook",25,Hindi,"Tier 2 City Customers",2025-02-17,98829,8730,3792,1605,1094610,32.13,51568.65,1043041.35,0.0883,0.4344,0.4233,20.2300,14.29,Excellent
NY-CMP-51402,Nykaa,SEO,Youth,"YouTube, Google, Facebook",6,English,"Tier 2 City Customers",2024-08-06,85603,7566,4523,3514,1799168,24.13,84792.82,1714375.18,0.0884,0.5978,0.7769,20.2100,18.23,Excellent
NY-CMP-34951,Nykaa,"Social Media",Youth,Email,9,Bengali,Youth,2025-05-03,69332,6632,3318,1432,1099776,36.21,51852.72,1047923.28,0.0957,0.5003,0.4316,20.2100,16.42,Excellent
NY-CMP-6039,Nykaa,"Social Media","Premium Shoppers","Google, Email",16,Bengali,"Working Women",2024-08-23,90743,11851,5461,3179,2272985,33.77,107354.83,2165630.17,0.1306,0.4608,0.5821,20.1700,22.58,Excellent
NY-CMP-18089,Nykaa,Influencer,"Premium Shoppers","YouTube, Email, Facebook",14,Hindi,Youth,2024-08-06,40556,4506,2601,2027,1587141,36.98,74958.46,1512182.54,0.1111,0.5772,0.7793,20.1700,22.52,Excellent
NY-CMP-18706,Nykaa,Influencer,"College Students","WhatsApp, Email, Instagram",6,Bengali,Youth,2025-06-19,86025,11224,5469,3785,1442085,18.00,68130.00,1373955.00,0.1305,0.4873,0.6921,20.1600,23.80,Excellent
NY-CMP-14787,Nykaa,SEO,"Premium Shoppers","Google, Instagram",11,English,"College Students",2025-03-02,83797,10214,5588,4329,3277053,35.77,154848.33,3122204.67,0.1219,0.5471,0.7747,20.1600,24.02,Excellent
NY-CMP-44590,Nykaa,Email,"College Students","Facebook, Email, Instagram",24,Hindi,Youth,2024-09-22,78403,6728,3462,2293,1093761,22.57,51753.01,1042007.99,0.0858,0.5146,0.6623,20.1300,15.92,Excellent
NY-CMP-45323,Nykaa,Influencer,Youth,Email,29,Bengali,"Tier 2 City Customers",2024-11-13,97479,14103,7484,5450,3171900,27.54,150093.00,3021807.00,0.1447,0.5307,0.7282,20.1300,27.74,Excellent
NY-CMP-41845,Nykaa,Email,"Working Women",Facebook,28,English,"College Students",2024-08-24,98811,9022,2393,1824,1389888,36.11,65864.64,1324023.36,0.0913,0.2652,0.7622,20.1000,13.40,Excellent
NY-CMP-7600,Nykaa,SEO,"Premium Shoppers","Email, YouTube, Instagram",16,Tamil,"College Students",2025-01-14,92284,5709,2800,1851,1462290,37.46,69338.46,1392951.54,0.0619,0.4905,0.6611,20.0900,11.23,Excellent
NY-CMP-34443,Nykaa,"Social Media",Youth,"Facebook, WhatsApp",18,Tamil,"Tier 2 City Customers",2024-07-22,59608,6412,2531,1962,1481310,35.82,70278.84,1411031.16,0.1076,0.3947,0.7752,20.0800,18.29,Excellent
NY-CMP-48880,Nykaa,"Paid Ads",Youth,"Facebook, YouTube",14,Hindi,"Working Women",2025-03-12,57000,7570,4232,2904,2195424,35.88,104195.52,2091228.48,0.1328,0.5590,0.6862,20.0700,25.80,Excellent
